constraints_hash,constraint_type,n_x,n_c,qubo_string,has_feasible_solution,n_layers_h,total_time_hr_h,AR_h,AR_feas_h,p_feasible_h,p_optimal_h,converged_h,finished_h,n_layers_p,total_time_hr_p,AR_p,AR_feas_p,p_feasible_p,p_optimal_p,converged_p,finished_p,max_total_time_hr,min_total_time_hr
"['3*x_6*x_6 + 1*x_6*x_5 + 5*x_6*x_3 + 2*x_6*x_7 + 5*x_6*x_4 + 2*x_5*x_5 + 5*x_5*x_3 + 5*x_5*x_7 + 5*x_5*x_4 + 2*x_3*x_3 + 3*x_3*x_7 + 3*x_3*x_4 + 4*x_7*x_7 + 1*x_7*x_4 + 5*x_4*x_4 <= 18', 'x_7 + x_1 + x_0 + x_4 + x_5 >= 1']",quadratic_knapsack+cardinality,8,2, 4*x_0 + 1*x_0 x_1 + -3*x_0 x_2 + -4*x_0 x_3 + -5*x_0 x_4 + -2*x_0 x_5 + -1*x_0 x_6 + 2*x_0 x_7 + -4*x_1 + 1*x_1 x_2 + 3*x_1 x_3 + 3*x_1 x_4 + -1*x_1 x_5 + -1*x_1 x_6 + -1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + -3*x_2 x_4 + 4*x_2 x_5 + -2*x_2 x_6 + -3*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + -5*x_3 x_5 + -1*x_3 x_6 + -2*x_3 x_7 + -1*x_4 + -2*x_4 x_5 + 1*x_4 x_6 + -5*x_4 x_7 + -4*x_5 + -5*x_5 x_6 + 3*x_5 x_7 + 4*x_6 + -1*x_6 x_7 + 4*x_7,True,1,0.009483513368500604,0.8983585832757339,0.3604820512820513,0.9986,0.0,True,True,,,,,,,,False,0.009483513368500604,0.009483513368500604
"['1*x_2*x_2 + 1*x_2*x_0 + 3*x_2*x_3 + 2*x_2*x_4 + 1*x_0*x_0 + 2*x_0*x_3 + 3*x_0*x_4 + 2*x_3*x_3 + 3*x_3*x_4 + 3*x_4*x_4 <= 7', '1*x_3*x_3 + 5*x_3*x_4 + 4*x_3*x_0 + 2*x_4*x_4 + 2*x_4*x_0 + 2*x_0*x_0 <= 8']",quadratic_knapsack+quadratic_knapsack,5,2, -3*x_0 + -1*x_0 x_2 + -5*x_0 x_3 + 2*x_0 x_4 + 1*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -2*x_2 + -2*x_2 x_3 + 1*x_2 x_4 + 1*x_3 + -2*x_3 x_4 + -2*x_4,True,1,0.010698183841175503,0.9563002306038236,0.5098099999999999,0.9997,0.2201,True,True,,,,,,,,False,0.010698183841175503,0.010698183841175503
"['1*x_3 + 10*x_0 + 3*x_1 + 5*x_5 + 1*x_2 <= 12', '1*x_3*x_3 + 5*x_3*x_0 + 4*x_3*x_1 + 2*x_0*x_0 + 2*x_0*x_1 + 2*x_1*x_1 <= 8']",knapsack+quadratic_knapsack,6,2, 1*x_0 + 4*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -3*x_0 x_4 + -1*x_1 + -5*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -1*x_1 x_5 + -1*x_2 + 4*x_2 x_4 + -5*x_2 x_5 + 3*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_4 + 3*x_4 x_5 + 2*x_5,True,1,0.01103202117813958,0.9469477116948045,0.47205499999999995,0.9995,0.0488,True,True,,,,,,,,False,0.01103202117813958,0.01103202117813958
"['x_2 + x_5 + x_0 + x_6 + x_1 >= 2', 'x_2*x_0 == 0', 'x_6 - x_1 == 0']",flow+independent_set+cardinality,7,3, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,True,2,0.008896989623705547,0.9818338574441827,0.6837285714285716,0.9778,0.0,True,True,2.0,0.011176396939489576,0.9730634340212219,0.39931428571428573,0.813,0.0164,True,True,0.011176396939489576,0.008896989623705547
"['x_1 + x_0 + x_6 + x_5 + x_3 >= 4', 'x_4 + x_3 + x_2 >= 0']",cardinality+cardinality,7,2, -5*x_0 + 1*x_0 x_1 + 4*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_6 + -3*x_1 + -4*x_1 x_2 + -2*x_1 x_3 + 3*x_1 x_4 + 4*x_1 x_5 + 4*x_1 x_6 + 1*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -3*x_2 x_5 + 3*x_2 x_6 + -3*x_3 + 1*x_3 x_4 + -5*x_3 x_6 + -4*x_4 + 1*x_4 x_5 + -3*x_4 x_6 + 3*x_5 + -1*x_5 x_6 + 1*x_6,True,1,0.002691660655869378,0.9245878266886999,0.5184733333333332,1.0,0.0076,True,True,2.0,0.01140999800629086,0.9855635714523286,0.5468500000000001,0.8912,0.0007,True,True,0.01140999800629086,0.002691660655869378
"['x_0 + x_2 >= 1', 'x_2 - x_3 - x_0 == 0']",flow+cardinality,4,2, -3*x_0 x_1 + 2*x_0 x_2 + 1*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -3*x_2 x_3 + 4*x_3,True,5,0.012437651223606534,0.8931498417829371,0.6676,0.6676,0.6676,False,True,1.0,0.0018414867586559718,0.853958412946461,0.4627571428571428,0.7797,0.3098,True,True,0.012437651223606534,0.0018414867586559718
"['x_0 + x_1 + x_4 <= 2', 'x_3 + x_5 <= 2', 'x_3 + x_6 + x_0 - x_5 == 0']",cardinality+cardinality+flow,7,3, -4*x_0 + 4*x_0 x_1 + -2*x_0 x_2 + -2*x_0 x_3 + 4*x_0 x_4 + -5*x_0 x_5 + -1*x_0 x_6 + -3*x_1 x_2 + 4*x_1 x_3 + 2*x_1 x_4 + 1*x_1 x_5 + -5*x_1 x_6 + -5*x_2 + -4*x_2 x_3 + 1*x_2 x_4 + -3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 + 3*x_3 x_4 + 4*x_4 + -2*x_4 x_5 + 1*x_4 x_6 + -4*x_5 + -4*x_5 x_6 + -5*x_6,True,2,0.00524740629725986,0.9613212534711805,0.4533250000000001,0.8304,0.0002,True,True,2.0,0.01391285585032569,0.9580981054837239,0.5152749999999999,0.8136,0.1948,True,True,0.01391285585032569,0.00524740629725986
"['5*x_6*x_6 + 3*x_6*x_2 + 4*x_6*x_4 + 5*x_6*x_3 + 1*x_6*x_0 + 1*x_2*x_2 + 4*x_2*x_4 + 2*x_2*x_3 + 3*x_2*x_0 + 4*x_4*x_4 + 5*x_4*x_3 + 1*x_4*x_0 + 1*x_3*x_3 + 5*x_3*x_0 + 2*x_0*x_0 <= 17', 'x_7 + x_6 + x_4 + x_1 + x_5 >= 4']",quadratic_knapsack+cardinality,8,2, -5*x_0 + 4*x_0 x_1 + 3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 3*x_0 x_6 + 2*x_0 x_7 + -1*x_1 + 2*x_1 x_2 + -5*x_1 x_3 + 1*x_1 x_4 + 2*x_1 x_5 + 2*x_1 x_6 + -4*x_1 x_7 + 4*x_2 + -1*x_2 x_3 + -3*x_2 x_4 + 3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 x_4 + 1*x_3 x_5 + -4*x_3 x_6 + -2*x_3 x_7 + -3*x_4 + 1*x_4 x_6 + -3*x_4 x_7 + -3*x_5 + 2*x_5 x_6 + 1*x_5 x_7 + 3*x_6 + 4*x_6 x_7 + 4*x_7,True,2,0.014398704303635492,0.9833835892793703,0.7255318181818182,0.9139,0.0134,True,True,,,,,,,,False,0.014398704303635492,0.014398704303635492
"['x_0 + x_3 + x_2 >= 3', 'x_2 + x_5 + x_3 >= 2', 'x_3 + x_7 + x_4 + x_2 == 2']",cardinality+cardinality+cardinality,8,3, -5*x_0 + 4*x_0 x_1 + 3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 3*x_0 x_6 + 2*x_0 x_7 + -1*x_1 + 2*x_1 x_2 + -5*x_1 x_3 + 1*x_1 x_4 + 2*x_1 x_5 + 2*x_1 x_6 + -4*x_1 x_7 + 4*x_2 + -1*x_2 x_3 + -3*x_2 x_4 + 3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 x_4 + 1*x_3 x_5 + -4*x_3 x_6 + -2*x_3 x_7 + -3*x_4 + 1*x_4 x_6 + -3*x_4 x_7 + -3*x_5 + 2*x_5 x_6 + 1*x_5 x_7 + 3*x_6 + 4*x_6 x_7 + 4*x_7,True,2,0.0052657460504108005,0.9565170007045956,0.49635333333333337,0.8255,0.0053,True,True,3.0,0.014860971238878038,0.9873126216264936,0.7673200000000001,0.8078,0.6803,True,True,0.014860971238878038,0.0052657460504108005
"['x_3 + x_6 + x_1 - x_7 - x_4 == 0', 'x_6 + x_1 + x_7 + x_2 + x_4 == 1']",cardinality+flow,8,2, -5*x_0 + 4*x_0 x_1 + 3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 3*x_0 x_6 + 2*x_0 x_7 + -1*x_1 + 2*x_1 x_2 + -5*x_1 x_3 + 1*x_1 x_4 + 2*x_1 x_5 + 2*x_1 x_6 + -4*x_1 x_7 + 4*x_2 + -1*x_2 x_3 + -3*x_2 x_4 + 3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 x_4 + 1*x_3 x_5 + -4*x_3 x_6 + -2*x_3 x_7 + -3*x_4 + 1*x_4 x_6 + -3*x_4 x_7 + -3*x_5 + 2*x_5 x_6 + 1*x_5 x_7 + 3*x_6 + 4*x_6 x_7 + 4*x_7,True,1,0.0020029408401913114,0.9681404974151417,0.6987375000000001,0.9598,0.6284,True,True,3.0,0.01765848630004459,0.9792158411077915,0.4735,0.8842,0.0123,True,True,0.01765848630004459,0.0020029408401913114
"['2*x_0*x_0 + 5*x_0*x_2 + 4*x_0*x_1 + 4*x_0*x_3 + 3*x_0*x_4 + 4*x_2*x_2 + 4*x_2*x_1 + 1*x_2*x_3 + 2*x_2*x_4 + 3*x_1*x_1 + 1*x_1*x_3 + 4*x_1*x_4 + 3*x_3*x_3 + 4*x_3*x_4 + 3*x_4*x_4 <= 16', '3*x_3 + 8*x_2 + 3*x_1 <= 5']",quadratic_knapsack+knapsack,5,2, -3*x_0 + 1*x_0 x_1 + 2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + 3*x_1 + 3*x_1 x_2 + 2*x_1 x_3 + 1*x_1 x_4 + -2*x_2 + -1*x_2 x_3 + -1*x_2 x_4 + 2*x_3 + -3*x_3 x_4 + -2*x_4,True,2,0.01778512756029765,0.988030475722257,0.2718833333333332,0.9708,0.022,True,True,,,,,,,,False,0.01778512756029765,0.01778512756029765
"['x_3 + x_6 + x_2 + x_0 + x_4 <= 4', 'x_5 + x_2 + x_0 + x_6 + x_4 <= 5']",cardinality+cardinality,7,2, 3*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -5*x_0 x_3 + -5*x_0 x_4 + -4*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -4*x_1 x_4 + 1*x_1 x_6 + 3*x_2 + 3*x_2 x_3 + 1*x_2 x_4 + -1*x_2 x_5 + -4*x_3 + 2*x_3 x_4 + 1*x_3 x_5 + -5*x_3 x_6 + -5*x_4 + -3*x_4 x_5 + 4*x_4 x_6 + -4*x_5 + -3*x_5 x_6 + 4*x_6,True,1,0.008388222191068861,0.8895812401249669,0.39750526315789475,1.0,0.0018,True,True,1.0,0.017908387515279983,0.9076190104008712,0.4413052631578947,0.9679,0.0041,True,True,0.017908387515279983,0.008388222191068861
"['1*x_5*x_5 + 5*x_5*x_2 + 4*x_5*x_4 + 2*x_2*x_2 + 2*x_2*x_4 + 2*x_4*x_4 <= 8', '2*x_1*x_1 + 4*x_1*x_2 + 5*x_1*x_0 + 1*x_1*x_3 + 4*x_1*x_4 + 2*x_2*x_2 + 4*x_2*x_0 + 4*x_2*x_3 + 1*x_2*x_4 + 2*x_0*x_0 + 3*x_0*x_3 + 3*x_0*x_4 + 3*x_3*x_3 + 2*x_3*x_4 + 1*x_4*x_4 <= 19']",quadratic_knapsack+quadratic_knapsack,7,2, 4*x_0 + 2*x_0 x_1 + -5*x_0 x_3 + 2*x_0 x_4 + -3*x_0 x_5 + 1*x_0 x_6 + -3*x_1 + -4*x_1 x_2 + -1*x_1 x_3 + 1*x_1 x_4 + 3*x_1 x_5 + 2*x_1 x_6 + 4*x_2 x_3 + -1*x_2 x_4 + -3*x_2 x_5 + 4*x_2 x_6 + 2*x_3 + -2*x_3 x_4 + 4*x_3 x_5 + -2*x_3 x_6 + 3*x_4 + -1*x_4 x_6 + 2*x_5 + -2*x_5 x_6 + -1*x_6,True,1,0.018269852532280816,0.9588992646370984,0.5066111111111112,1.0,0.0359,True,True,,,,,,,,False,0.018269852532280816,0.018269852532280816
"['1*x_5 + 3*x_2 + 9*x_4 + 8*x_6 <= 10', '2*x_0 + 6*x_6 + 1*x_1 <= 3', '9*x_0 + 9*x_4 + 4*x_6 + 1*x_3 <= 9']",knapsack+knapsack+knapsack,7,3, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,True,1,0.01850801792409685,0.9692141813037564,0.45239200000000007,0.9689,0.0034,True,True,,,,,,,,False,0.01850801792409685,0.01850801792409685
"['1*x_3*x_3 + 5*x_3*x_2 + 4*x_3*x_5 + 2*x_2*x_2 + 2*x_2*x_5 + 2*x_5*x_5 <= 8', '6*x_3 + 2*x_5 + 2*x_0 <= 3', '7*x_0 + 7*x_4 + 10*x_2 + 2*x_5 <= 10']",knapsack+knapsack+quadratic_knapsack,6,3, -5*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -5*x_0 x_3 + 1*x_0 x_4 + -5*x_0 x_5 + -1*x_1 + 2*x_1 x_2 + 1*x_1 x_3 + -4*x_1 x_4 + 2*x_1 x_5 + 3*x_2 + -4*x_2 x_4 + 2*x_2 x_5 + 3*x_3 + 2*x_3 x_4 + -1*x_3 x_5 + 4*x_4 + 2*x_5,True,1,0.019522705607944064,0.9676021743607428,0.26172307692307684,0.986,0.0066,True,True,,,,,,,,False,0.019522705607944064,0.019522705607944064
"['5*x_3*x_3 + 3*x_3*x_1 + 5*x_3*x_0 + 4*x_1*x_1 + 5*x_1*x_0 + 3*x_0*x_0 <= 14', '8*x_0 + 5*x_4 + 7*x_1 + 4*x_2 <= 11', 'x_4 + x_3 + x_2 <= 3']",knapsack+cardinality+quadratic_knapsack,5,3, 3*x_0 + 1*x_0 x_2 + 3*x_0 x_4 + -5*x_1 + -3*x_1 x_2 + 3*x_2 + 3*x_2 x_3 + -5*x_2 x_4 + -4*x_3 + 2*x_3 x_4 + -3*x_4,True,1,0.025524063640170628,0.9410309112706338,0.3633416666666671,0.9067,0.0,True,True,,,,,,,,False,0.025524063640170628,0.025524063640170628
"['2*x_4 + 6*x_3 + 1*x_1 <= 3', 'x_1 + x_4 == 2', 'x_2 + x_0 + x_4 == 2']",knapsack+cardinality+cardinality,6,3, -2*x_0 + -4*x_0 x_1 + 2*x_0 x_2 + 2*x_0 x_3 + 3*x_0 x_4 + -5*x_0 x_5 + -1*x_1 + 1*x_1 x_3 + -2*x_1 x_4 + -5*x_2 x_3 + 4*x_2 x_4 + 3*x_2 x_5 + 3*x_3 + -3*x_3 x_4 + 2*x_3 x_5 + -1*x_4 + 2*x_4 x_5 + 3*x_5,True,2,0.00566434813870324,0.9990042656385836,0.9916,0.9916,0.9916,True,True,5.0,0.03223982585801018,0.909706315939488,0.0036933333333333328,0.0051,0.0022,False,True,0.03223982585801018,0.00566434813870324
"['10*x_3 + 1*x_0 + 9*x_2 <= 7', 'x_1 + x_3 + x_2 <= 0']",knapsack+cardinality,4,2, -4*x_0 + 1*x_0 x_1 + 1*x_0 x_2 + -2*x_0 x_3 + -1*x_1 + -2*x_1 x_2 + -3*x_1 x_3 + -5*x_2 + -2*x_2 x_3 + -3*x_3,True,1,0.0022564061482747396,0.9828767019105468,0.9472000000000002,1.0,0.9472,True,True,5.0,0.036247514949904545,0.7956093735868016,0.0322,0.0932,0.0322,False,True,0.036247514949904545,0.0022564061482747396
"['3*x_3 + 8*x_2 + 3*x_1 <= 5', '4*x_4*x_4 + 5*x_4*x_3 + 2*x_4*x_2 + 5*x_4*x_0 + 4*x_3*x_3 + 3*x_3*x_2 + 5*x_3*x_0 + 3*x_2*x_2 + 2*x_2*x_0 + 3*x_0*x_0 <= 22']",quadratic_knapsack+knapsack,6,2, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,True,5,0.03734407458040449,0.897232416745595,0.4553749999999999,0.7067,0.1195,False,True,,,,,,,,False,0.03734407458040449,0.03734407458040449
"['x_0 + x_3 + x_4 + x_1 + x_2 >= 1', 'x_1 - x_3 == 0', 'x_5 + x_3 + x_2 - x_4 - x_0 - x_1 == 0']",flow+flow+cardinality,7,3, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,True,3,0.03527367479271359,0.9771788821480601,0.6215545454545455,0.8372,0.3169,True,True,3.0,0.03749491559134589,0.9816830891305673,0.6282,0.8006,0.3561,True,True,0.03749491559134589,0.03527367479271359
"['2*x_1 + 6*x_0 + 1*x_2 <= 3', 'x_2 + x_0 - x_3 - x_1 - x_4 == 0']",flow+knapsack,5,2, 2*x_0 + -1*x_0 x_2 + -4*x_0 x_3 + 1*x_0 x_4 + -5*x_1 + -2*x_1 x_2 + -1*x_1 x_3 + 1*x_1 x_4 + 3*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -5*x_3 x_4 + 3*x_4,True,5,0.017625022133191427,0.7807021682400955,0.16706000000000001,0.4035,0.0372,False,True,5.0,0.0378704790936576,0.8915693496836697,0.3651000000000001,0.4024,0.322,False,True,0.0378704790936576,0.017625022133191427
"['2*x_1 + 10*x_3 + 4*x_0 <= 6', 'x_1 + x_0 == 0']",cardinality+knapsack,4,2, 2*x_0 + -5*x_0 x_2 + 3*x_0 x_3 + 4*x_1 x_2 + 1*x_1 x_3 + -2*x_2 + -5*x_2 x_3 + -4*x_3,True,1,0.003064546121491326,0.9849860483499339,0.3218,1.0,0.3218,True,True,5.0,0.04251299069987403,0.8190827283677786,0.1023,0.1532,0.1023,False,True,0.04251299069987403,0.003064546121491326
"['2*x_5 + 10*x_1 + 4*x_2 <= 6', 'x_4 - x_3 - x_1 - x_0 == 0']",knapsack+flow,6,2, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,True,1,0.002434595889515347,0.9569599989877351,0.37201052631578946,0.9423,0.0101,True,True,5.0,0.04777808348337809,0.7827979900651161,0.07600526315789473,0.212,0.0124,False,True,0.04777808348337809,0.002434595889515347
"['5*x_4 + 4*x_2 + 1*x_3 <= 6', 'x_3 + x_2 + x_1 - x_4 == 0']",knapsack+flow,5,2, 1*x_0 + 2*x_0 x_1 + -2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + -2*x_1 + -1*x_1 x_2 + -2*x_1 x_3 + 2*x_1 x_4 + -1*x_2 + -1*x_2 x_3 + -2*x_2 x_4 + -4*x_3 + 4*x_3 x_4 + 3*x_4,True,1,0.0022704305913713242,0.9612705569991642,0.6915125,0.9664,0.2505,True,True,5.0,0.050158550341924034,0.8588017548881971,0.275025,0.3727,0.0797,False,True,0.050158550341924034,0.0022704305913713242
"['1*x_4*x_4 + 4*x_4*x_3 + 1*x_4*x_1 + 2*x_4*x_0 + 5*x_3*x_3 + 4*x_3*x_1 + 3*x_3*x_0 + 5*x_1*x_1 + 4*x_1*x_0 + 2*x_0*x_0 <= 18', '2*x_2 + 5*x_0 + 2*x_1 <= 5', 'x_4 + x_3 >= 1']",quadratic_knapsack+cardinality+knapsack,5,3, 3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -3*x_0 x_3 + 1*x_0 x_4 + -4*x_1 + 3*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -5*x_2 x_3 + 2*x_2 x_4 + -2*x_3 + -3*x_3 x_4,True,5,0.056038783921135794,0.8982981189963478,0.39461333333333337,0.7055,0.0004,False,True,,,,,,,,False,0.056038783921135794,0.056038783921135794
"['1*x_3 + 4*x_1 + 8*x_0 + 10*x_7 + 8*x_5 <= 16', '3*x_5*x_5 + 1*x_5*x_4 + 3*x_5*x_3 + 4*x_5*x_1 + 5*x_4*x_4 + 4*x_4*x_3 + 2*x_4*x_1 + 2*x_3*x_3 + 4*x_3*x_1 + 4*x_1*x_1 <= 17', 'x_3 + x_4 + x_2 + x_0 >= 0']",quadratic_knapsack+knapsack+cardinality,8,3, 3*x_0 + -3*x_0 x_1 + 1*x_0 x_2 + 4*x_0 x_3 + 4*x_0 x_4 + 4*x_0 x_5 + -5*x_0 x_6 + -1*x_0 x_7 + -2*x_1 + -2*x_1 x_2 + 3*x_1 x_3 + -3*x_1 x_4 + -5*x_1 x_5 + -1*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 1*x_2 x_4 + -4*x_2 x_5 + -5*x_2 x_6 + 1*x_2 x_7 + 2*x_3 + 3*x_3 x_4 + 2*x_3 x_5 + -4*x_3 x_6 + -3*x_3 x_7 + -4*x_4 + -2*x_4 x_5 + -2*x_4 x_6 + -4*x_4 x_7 + -1*x_5 + 1*x_5 x_6 + -5*x_6 + -5*x_6 x_7 + 3*x_7,True,1,0.06659653034475115,0.9407393429701992,0.6480681818181822,0.9942,0.001,True,True,,,,,,,,False,0.06659653034475115,0.06659653034475115
"['x_2 + x_6 <= 0', 'x_6 + x_4 + x_7 + x_0 + x_5 <= 1', 'x_7 + x_1 + x_4 + x_5 + x_0 >= 1']",cardinality+cardinality+cardinality,8,3, 4*x_0 + 4*x_0 x_1 + -3*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + 2*x_0 x_5 + 1*x_0 x_6 + -2*x_0 x_7 + -4*x_1 + -4*x_1 x_2 + 4*x_1 x_3 + 4*x_1 x_4 + -2*x_1 x_5 + 3*x_1 x_6 + -5*x_1 x_7 + -3*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + 4*x_2 x_5 + -1*x_2 x_7 + -2*x_3 + 3*x_3 x_4 + 4*x_3 x_5 + 4*x_3 x_6 + -1*x_4 + 4*x_4 x_5 + -1*x_4 x_6 + 4*x_4 x_7 + -3*x_5 + 4*x_5 x_6 + 3*x_5 x_7 + -5*x_6 + 4*x_6 x_7 + 4*x_7,True,2,0.009256505502594842,0.9767170915916672,0.34709230769230776,0.8228,0.1314,True,True,3.0,0.06917270918687185,0.9778713825537708,0.33883846153846153,0.787,0.0132,True,True,0.06917270918687185,0.009256505502594842
"['8*x_2 + 10*x_3 + 1*x_1 + 2*x_0 <= 12', 'x_3 + x_2 + x_0 - x_1 == 0']",knapsack+flow,4,2, 2*x_0 + -5*x_0 x_2 + 3*x_0 x_3 + 4*x_1 x_2 + 1*x_1 x_3 + -2*x_2 + -5*x_2 x_3 + -4*x_3,True,1,0.0029609785477320355,0.9377844924591006,0.355,1.0,0.2542,True,True,5.0,0.07036857704321543,0.837880148851533,0.09917999999999999,0.3277,0.0751,False,True,0.07036857704321543,0.0029609785477320355
"['x_1 + x_3 + x_4 + x_2 == 4', 'x_4 + x_1 + x_2 + x_0 >= 1']",cardinality+cardinality,5,2, -2*x_0 + -3*x_0 x_1 + -2*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + -5*x_1 + 2*x_1 x_2 + -1*x_1 x_3 + -4*x_1 x_4 + -2*x_2 + -4*x_2 x_3 + -1*x_2 x_4 + -5*x_3 + -5*x_3 x_4,True,1,0.0033474713563919067,0.9859475934927757,0.8379000000000002,1.0,0.8379,True,True,5.0,0.07139400912655725,0.9708203968743379,0.01669999999999952,0.7446,0.0167,False,True,0.07139400912655725,0.0033474713563919067
"['2*x_2 + 7*x_3 + 7*x_1 <= 7', 'x_2 + x_0 + x_1 + x_3 <= 3']",knapsack+cardinality,4,2, -3*x_0 x_1 + 2*x_0 x_2 + 1*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -3*x_2 x_3 + 4*x_3,True,5,0.02702223473125034,0.9056201538805144,0.2581166666666667,0.5431,0.0626,False,True,5.0,0.07201526747809515,0.8391090445013547,0.24641666666666667,0.5081,0.08,False,True,0.07201526747809515,0.02702223473125034
"['x_3 + x_4 + x_2 == 2', 'x_6 + x_2 + x_4 + x_3 + x_0 >= 1']",cardinality+cardinality,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,True,1,0.0068321104182137386,0.9490175320472612,0.48430975609756105,1.0,0.0108,True,True,4.0,0.07217403888702392,0.9814118654078727,0.5155414634146341,0.7978,0.0006,True,True,0.07217403888702392,0.0068321104182137386
"['10*x_1 + 8*x_0 + 10*x_3 <= 9', 'x_3 + x_0 <= 2']",cardinality+knapsack,4,2, 2*x_0 + -4*x_0 x_1 + 4*x_0 x_2 + -4*x_0 x_3 + 2*x_1 x_2 + 2*x_2,True,5,0.04265455457899305,0.9011446976284345,0.42317499999999997,0.5466,0.1375,False,True,5.0,0.0737198672691981,0.8017031098519637,0.12092500000000003,0.211,0.0403,False,True,0.0737198672691981,0.04265455457899305
