task_id,constraints_hash,constraint_type,n_x,n_c,qubo_string,families,n_qubits_pc,n_slack_pc,n_struct_pc,n_pen_pc,has_vcg_pc,vcg_missing_pc,sp_total_pc,sp_1q_pc,sp_2q_pc,sp_gates_pc,vcg_sp_gates_pc,layer_total_pc,layer_1q_pc,layer_2q_pc,layer_gates_pc,vcg_layer_gates_pc,n_qubits_p,n_slack_p,sp_total_p,sp_1q_p,sp_2q_p,sp_gates_p,layer_total_p,layer_1q_p,layer_2q_p,layer_gates_p
24,"['2*x_2*x_2 + 5*x_2*x_5 + 4*x_2*x_4 + 4*x_2*x_3 + 3*x_2*x_6 + 4*x_5*x_5 + 4*x_5*x_4 + 1*x_5*x_3 + 2*x_5*x_6 + 3*x_4*x_4 + 1*x_4*x_3 + 4*x_4*x_6 + 3*x_3*x_3 + 4*x_3*x_6 + 3*x_6*x_6 <= 16', 'x_2 + x_0 == 1', 'x_6 + x_4 >= 2']",quadratic_knapsack+cardinality+assignment,7,3, -4*x_0 + -1*x_0 x_1 + 4*x_0 x_2 + 2*x_0 x_3 + -5*x_0 x_4 + 2*x_0 x_5 + -5*x_0 x_6 + 3*x_1 + 3*x_1 x_2 + 4*x_1 x_4 + 3*x_1 x_5 + -2*x_1 x_6 + -5*x_2 + 2*x_2 x_3 + -5*x_2 x_4 + 1*x_2 x_5 + 3*x_2 x_6 + -5*x_3 + -4*x_3 x_4 + 4*x_3 x_5 + 1*x_3 x_6 + -4*x_4 + -5*x_4 x_5 + -5*x_4 x_6 + -3*x_5 x_6 + 3*x_6,"['quadratic_knapsack', 'cardinality', 'assignment']",12,5,2,1,False,False,10,8,2,"{'Hadamard': 5, 'X': 3, 'CNOT': 1, 'CRY': 1}",{},3143,1319,1824,"{'CNOT': 1824, 'RZ': 1307, 'RY': 4, 'RX': 8}",{},12,5,5,5,0,{'Hadamard': 5},1333,1333,1824,"{'CNOT': 1824, 'RZ': 1321, 'RX': 12}"
25,"['5*x_2 + 10*x_5 + 1*x_6 + 9*x_3 + 6*x_4 <= 19', 'x_0 + x_6 + x_4 + x_3 == 1', 'x_4 + x_0 == 1']",cardinality+knapsack+assignment,7,3, -4*x_0 + 4*x_0 x_1 + -2*x_0 x_2 + -2*x_0 x_3 + 4*x_0 x_4 + -5*x_0 x_5 + -1*x_0 x_6 + -3*x_1 x_2 + 4*x_1 x_3 + 2*x_1 x_4 + 1*x_1 x_5 + -5*x_1 x_6 + -5*x_2 + -4*x_2 x_3 + 1*x_2 x_4 + -3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 + 3*x_3 x_4 + 4*x_4 + -2*x_4 x_5 + 1*x_4 x_6 + -4*x_5 + -4*x_5 x_6 + -5*x_6,"['cardinality', 'knapsack', 'assignment']",12,5,1,2,False,False,12,6,6,"{'Hadamard': 5, 'X': 1, 'CNOT': 3, 'CRY': 3}",{},342,204,138,"{'CNOT': 138, 'RZ': 188, 'RY': 8, 'RX': 8}",{},12,5,5,5,0,{'Hadamard': 5},226,226,142,"{'CNOT': 142, 'RZ': 214, 'RX': 12}"
26,"['x_0 + x_1 + x_3 + x_2 >= 1', 'x_0 + x_2 <= 2']",cardinality+cardinality,5,2, -2*x_0 + -3*x_0 x_1 + -2*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + -5*x_1 + 2*x_1 x_2 + -1*x_1 x_3 + -4*x_1 x_4 + -2*x_2 + -4*x_2 x_3 + -1*x_2 x_4 + -5*x_3 + -5*x_3 x_4,"['cardinality', 'cardinality']",7,2,1,1,False,False,8,3,5,"{'Hadamard': 2, 'RY': 1, 'CRY': 2, 'SWAP': 1, 'CNOT': 2}",{},145,84,61,"{'CNOT': 54, 'RZ': 72, 'RY': 2, 'CRY': 4, 'SWAP': 2, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 5}",{},9,4,4,4,0,{'Hadamard': 4},107,107,62,"{'CNOT': 62, 'RZ': 98, 'RX': 9}"
27,"['1*x_4*x_4 + 5*x_4*x_2 + 4*x_4*x_3 + 2*x_2*x_2 + 2*x_2*x_3 + 2*x_3*x_3 <= 8', '2*x_2*x_2 + 4*x_2*x_3 + 4*x_2*x_6 + 4*x_2*x_1 + 5*x_2*x_0 + 1*x_3*x_3 + 2*x_3*x_6 + 2*x_3*x_1 + 5*x_3*x_0 + 1*x_6*x_6 + 3*x_6*x_1 + 1*x_6*x_0 + 5*x_1*x_1 + 4*x_1*x_0 + 1*x_0*x_0 <= 28', 'x_3 + x_5 + x_6 <= 2']",quadratic_knapsack+quadratic_knapsack+cardinality,7,3, 4*x_0 + 2*x_0 x_1 + -5*x_0 x_3 + 2*x_0 x_4 + -3*x_0 x_5 + 1*x_0 x_6 + -3*x_1 + -4*x_1 x_2 + -1*x_1 x_3 + 1*x_1 x_4 + 3*x_1 x_5 + 2*x_1 x_6 + 4*x_2 x_3 + -1*x_2 x_4 + -3*x_2 x_5 + 4*x_2 x_6 + 2*x_3 + -2*x_3 x_4 + 4*x_3 x_5 + -2*x_3 x_6 + 3*x_4 + -1*x_4 x_6 + 2*x_5 + -2*x_5 x_6 + -1*x_6,"['quadratic_knapsack', 'quadratic_knapsack', 'cardinality']",16,9,1,2,False,False,21,10,10,"{'Hadamard': 9, 'RY': 1, 'CRY': 3, 'SWAP': 1, 'CNOT': 6, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1}",{},3659,1571,2085,"{'CNOT': 2076, 'RZ': 1549, 'RY': 2, 'CRY': 6, 'SWAP': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 13}",{},18,11,11,11,0,{'Hadamard': 11},1607,1607,2084,"{'CNOT': 2084, 'RZ': 1589, 'RX': 18}"
28,"['5*x_4*x_4 + 2*x_4*x_3 + 2*x_4*x_2 + 3*x_4*x_0 + 1*x_4*x_1 + 1*x_3*x_3 + 4*x_3*x_2 + 4*x_3*x_0 + 3*x_3*x_1 + 1*x_2*x_2 + 3*x_2*x_0 + 1*x_2*x_1 + 5*x_0*x_0 + 1*x_0*x_1 + 5*x_1*x_1 <= 23', '8*x_3 + 10*x_4 + 1*x_1 + 2*x_0 <= 12', 'x_2 + x_4 + x_0 + x_1 + x_3 >= 3']",cardinality+knapsack+quadratic_knapsack,5,3, 3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -3*x_0 x_3 + 1*x_0 x_4 + -4*x_1 + 3*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -5*x_2 x_3 + 2*x_2 x_4 + -2*x_3 + -3*x_3 x_4,"['cardinality', 'knapsack', 'quadratic_knapsack']",14,9,1,2,True,True,9,9,0,{'Hadamard': 9},{},3265,1409,1856,"{'CNOT': 1856, 'RZ': 1395, 'RX': 14}",{},16,11,11,11,0,{'Hadamard': 11},1488,1488,1898,"{'CNOT': 1898, 'RZ': 1472, 'RX': 16}"
29,"['3*x_1*x_1 + 1*x_1*x_5 + 5*x_1*x_0 + 2*x_1*x_3 + 5*x_1*x_2 + 2*x_5*x_5 + 5*x_5*x_0 + 5*x_5*x_3 + 5*x_5*x_2 + 2*x_0*x_0 + 3*x_0*x_3 + 3*x_0*x_2 + 4*x_3*x_3 + 1*x_3*x_2 + 5*x_2*x_2 <= 18', 'x_3 + x_4 + x_0 - x_1 - x_2 == 0', 'x_5 + x_2 + x_1 == 2']",cardinality+quadratic_knapsack+flow,6,3, 1*x_0 x_1 + -3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 4*x_1 + 3*x_1 x_5 + 1*x_2 + 3*x_2 x_3 + -4*x_2 x_4 + 1*x_2 x_5 + -1*x_3 + 2*x_3 x_4 + 1*x_3 x_5 + -4*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack', 'flow']",11,5,1,2,False,False,17,7,9,"{'Hadamard': 5, 'X': 2, 'CNOT': 5, 'CRY': 3, 'CSWAP': 1, 'SWAP': 1}",{},3171,1345,1826,"{'CNOT': 1826, 'RZ': 1331, 'RY': 6, 'RX': 8}",{},11,5,5,5,0,{'Hadamard': 5},1357,1357,1826,"{'CNOT': 1826, 'RZ': 1346, 'RX': 11}"
30,"['3*x_3*x_3 + 1*x_3*x_1 + 3*x_3*x_0 + 1*x_1*x_1 + 4*x_1*x_0 + 3*x_0*x_0 <= 5', '5*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_0 + 5*x_2*x_2 + 1*x_2*x_0 + 3*x_0*x_0 <= 6']",quadratic_knapsack+quadratic_knapsack,4,2, 1*x_0 + -4*x_0 x_1 + 3*x_0 x_2 + 1*x_0 x_3 + -3*x_1 x_2 + -5*x_1 x_3 + -3*x_2 + -5*x_2 x_3 + -3*x_3,"['quadratic_knapsack', 'quadratic_knapsack']",7,3,1,1,True,True,3,3,0,{'Hadamard': 3},{},437,221,216,"{'CNOT': 216, 'RZ': 214, 'RX': 7}",{},10,6,6,6,0,{'Hadamard': 6},428,428,420,"{'CNOT': 420, 'RZ': 418, 'RX': 10}"
31,"['1*x_5*x_5 + 5*x_5*x_6 + 2*x_5*x_3 + 2*x_5*x_4 + 3*x_6*x_6 + 2*x_6*x_3 + 3*x_6*x_4 + 2*x_3*x_3 + 4*x_3*x_4 + 5*x_4*x_4 <= 13', 'x_1 + x_3 + x_7 + x_6 == 1', 'x_7 + x_0 + x_4 + x_1 <= 2']",cardinality+cardinality+quadratic_knapsack,8,3, 1*x_0 + -5*x_0 x_1 + -1*x_0 x_2 + 4*x_0 x_3 + -2*x_0 x_4 + 2*x_0 x_5 + -1*x_0 x_6 + 1*x_1 x_2 + -5*x_1 x_3 + -1*x_1 x_4 + 2*x_1 x_5 + 3*x_1 x_6 + -4*x_1 x_7 + -4*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -3*x_2 x_5 + 3*x_2 x_7 + -5*x_3 + -2*x_3 x_4 + -1*x_3 x_5 + -2*x_3 x_6 + -4*x_3 x_7 + -2*x_4 + 3*x_4 x_5 + -4*x_4 x_6 + 4*x_4 x_7 + -5*x_5 + -3*x_5 x_7 + -5*x_6 + -1*x_6 x_7,"['cardinality', 'cardinality', 'quadratic_knapsack']",12,4,1,2,False,False,23,5,16,"{'Hadamard': 4, 'RY': 1, 'CRY': 4, 'SWAP': 2, 'CNOT': 10, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2}",{},1426,639,781,"{'CNOT': 768, 'RZ': 620, 'RY': 2, 'CRY': 8, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 4, 'X': 8, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'RX': 8}",{},14,6,6,6,0,{'Hadamard': 6},691,691,778,"{'CNOT': 778, 'RZ': 677, 'RX': 14}"
32,"['5*x_2*x_2 + 2*x_2*x_5 + 2*x_2*x_3 + 3*x_2*x_6 + 1*x_2*x_7 + 1*x_5*x_5 + 4*x_5*x_3 + 4*x_5*x_6 + 3*x_5*x_7 + 1*x_3*x_3 + 3*x_3*x_6 + 1*x_3*x_7 + 5*x_6*x_6 + 1*x_6*x_7 + 5*x_7*x_7 <= 23', '8*x_7 + 10*x_5 + 1*x_1 + 2*x_2 <= 12', 'x_3 - x_6 - x_5 - x_2 == 0']",quadratic_knapsack+flow+knapsack,8,3, -5*x_0 + 4*x_0 x_1 + 3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 3*x_0 x_6 + 2*x_0 x_7 + -1*x_1 + 2*x_1 x_2 + -5*x_1 x_3 + 1*x_1 x_4 + 2*x_1 x_5 + 2*x_1 x_6 + -4*x_1 x_7 + 4*x_2 + -1*x_2 x_3 + -3*x_2 x_4 + 3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 x_4 + 1*x_3 x_5 + -4*x_3 x_6 + -2*x_3 x_7 + -3*x_4 + 1*x_4 x_6 + -3*x_4 x_7 + -3*x_5 + 2*x_5 x_6 + 1*x_5 x_7 + 3*x_6 + 4*x_6 x_7 + 4*x_7,"['quadratic_knapsack', 'flow', 'knapsack']",17,9,1,2,False,False,18,10,8,"{'Hadamard': 9, 'RY': 1, 'CRY': 2, 'CNOT': 5, 'SWAP': 1}",{},3327,1433,1894,"{'CNOT': 1894, 'RZ': 1412, 'RY': 8, 'RX': 13}",{},17,9,9,9,0,{'Hadamard': 9},1451,1451,1898,"{'CNOT': 1898, 'RZ': 1434, 'RX': 17}"
33,"['3*x_2*x_2 + 1*x_2*x_4 + 3*x_2*x_1 + 1*x_4*x_4 + 4*x_4*x_1 + 3*x_1*x_1 <= 5', 'x_4 + x_0 + x_3 + x_2 + x_1 == 0']",quadratic_knapsack+cardinality,5,2, -3*x_0 + 1*x_0 x_1 + 2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + 3*x_1 + 3*x_1 x_2 + 2*x_1 x_3 + 1*x_1 x_4 + -2*x_2 + -1*x_2 x_3 + -1*x_2 x_4 + 2*x_3 + -3*x_3 x_4 + -2*x_4,"['quadratic_knapsack', 'cardinality']",8,3,1,1,False,False,3,3,0,{'Hadamard': 3},{},465,231,234,"{'CNOT': 234, 'RZ': 218, 'RY': 10, 'RX': 3}",{},8,3,3,3,0,{'Hadamard': 3},261,261,244,"{'CNOT': 244, 'RZ': 253, 'RX': 8}"
34,"['1*x_3*x_3 + 2*x_3*x_1 + 1*x_3*x_2 + 1*x_1*x_1 + 5*x_1*x_2 + 1*x_2*x_2 <= 6', 'x_3 + x_1 + x_0 + x_2 <= 1']",quadratic_knapsack+cardinality,4,2, -4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -5*x_0 x_3 + 1*x_1 + 1*x_1 x_2 + 4*x_1 x_3 + 3*x_2 + -1*x_2 x_3 + -4*x_3,"['quadratic_knapsack', 'cardinality']",7,3,1,1,False,False,15,4,11,"{'Hadamard': 3, 'RY': 1, 'CRY': 3, 'SWAP': 2, 'CNOT': 6}",{},469,228,239,"{'CNOT': 228, 'RZ': 214, 'RY': 2, 'CRY': 6, 'SWAP': 4, 'X': 8, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'RX': 3}",{},8,4,4,4,0,{'Hadamard': 4},262,262,236,"{'CNOT': 236, 'RZ': 254, 'RX': 8}"
35,"['5*x_0*x_0 + 3*x_0*x_2 + 1*x_0*x_1 + 5*x_0*x_3 + 3*x_2*x_2 + 1*x_2*x_1 + 4*x_2*x_3 + 5*x_1*x_1 + 5*x_1*x_3 + 1*x_3*x_3 <= 20', '5*x_3 + 10*x_1 + 1*x_4 + 9*x_0 + 6*x_2 <= 19', 'x_4 - x_3 - x_1 == 0']",flow+quadratic_knapsack+knapsack,5,3, -3*x_0 + 1*x_0 x_1 + 2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + 3*x_1 + 3*x_1 x_2 + 2*x_1 x_3 + 1*x_1 x_4 + -2*x_2 + -1*x_2 x_3 + -1*x_2 x_4 + 2*x_3 + -3*x_3 x_4 + -2*x_4,"['flow', 'quadratic_knapsack', 'knapsack']",15,10,1,2,False,False,16,11,5,"{'Hadamard': 10, 'RY': 1, 'CRY': 1, 'CNOT': 3, 'SWAP': 1}",{},1694,816,878,"{'CNOT': 878, 'RZ': 798, 'RY': 6, 'RX': 12}",{},15,10,10,10,0,{'Hadamard': 10},825,825,878,"{'CNOT': 878, 'RZ': 810, 'RX': 15}"
36,"['x_2 + x_6 <= 0', 'x_6 + x_4 + x_7 + x_0 + x_5 <= 1', 'x_7 + x_1 + x_4 + x_5 + x_0 >= 1']",cardinality+cardinality+cardinality,8,3, 4*x_0 + 4*x_0 x_1 + -3*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + 2*x_0 x_5 + 1*x_0 x_6 + -2*x_0 x_7 + -4*x_1 + -4*x_1 x_2 + 4*x_1 x_3 + 4*x_1 x_4 + -2*x_1 x_5 + 3*x_1 x_6 + -5*x_1 x_7 + -3*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + 4*x_2 x_5 + -1*x_2 x_7 + -2*x_3 + 3*x_3 x_4 + 4*x_3 x_5 + 4*x_3 x_6 + -1*x_4 + 4*x_4 x_5 + -1*x_4 x_6 + 4*x_4 x_7 + -3*x_5 + 4*x_5 x_6 + 3*x_5 x_7 + -5*x_6 + 4*x_6 x_7 + 4*x_7,"['cardinality', 'cardinality', 'cardinality']",9,1,2,1,True,True,1,1,0,{'Hadamard': 1},{},186,103,83,"{'CNOT': 82, 'RZ': 91, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 7}",{},12,4,4,4,0,{'Hadamard': 4},208,208,140,"{'CNOT': 140, 'RZ': 196, 'RX': 12}"
37,"['2*x_0*x_0 + 5*x_0*x_2 + 4*x_0*x_1 + 4*x_0*x_3 + 3*x_0*x_4 + 4*x_2*x_2 + 4*x_2*x_1 + 1*x_2*x_3 + 2*x_2*x_4 + 3*x_1*x_1 + 1*x_1*x_3 + 4*x_1*x_4 + 3*x_3*x_3 + 4*x_3*x_4 + 3*x_4*x_4 <= 16', '3*x_3 + 8*x_2 + 3*x_1 <= 5']",quadratic_knapsack+knapsack,5,2, -3*x_0 + 1*x_0 x_1 + 2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + 3*x_1 + 3*x_1 x_2 + 2*x_1 x_3 + 1*x_1 x_4 + -2*x_2 + -1*x_2 x_3 + -1*x_2 x_4 + 2*x_3 + -3*x_3 x_4 + -2*x_4,"['quadratic_knapsack', 'knapsack']",8,3,1,1,True,True,3,3,0,{'Hadamard': 3},{},129,79,50,"{'CNOT': 50, 'RZ': 71, 'RX': 8}",{},13,8,8,8,0,{'Hadamard': 8},1364,1364,1830,"{'CNOT': 1830, 'RZ': 1351, 'RX': 13}"
38,"['4*x_4*x_4 + 5*x_4*x_6 + 2*x_4*x_0 + 5*x_4*x_3 + 4*x_6*x_6 + 3*x_6*x_0 + 5*x_6*x_3 + 3*x_0*x_0 + 2*x_0*x_3 + 3*x_3*x_3 <= 22', '5*x_3*x_3 + 2*x_3*x_5 + 2*x_3*x_0 + 3*x_3*x_6 + 1*x_3*x_4 + 1*x_5*x_5 + 4*x_5*x_0 + 4*x_5*x_6 + 3*x_5*x_4 + 1*x_0*x_0 + 3*x_0*x_6 + 1*x_0*x_4 + 5*x_6*x_6 + 1*x_6*x_4 + 5*x_4*x_4 <= 23', 'x_0 + x_5 + x_4 - x_7 - x_2 == 0']",quadratic_knapsack+flow+quadratic_knapsack,8,3, 4*x_0 + 1*x_0 x_1 + -3*x_0 x_2 + -4*x_0 x_3 + -5*x_0 x_4 + -2*x_0 x_5 + -1*x_0 x_6 + 2*x_0 x_7 + -4*x_1 + 1*x_1 x_2 + 3*x_1 x_3 + 3*x_1 x_4 + -1*x_1 x_5 + -1*x_1 x_6 + -1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + -3*x_2 x_4 + 4*x_2 x_5 + -2*x_2 x_6 + -3*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + -5*x_3 x_5 + -1*x_3 x_6 + -2*x_3 x_7 + -1*x_4 + -2*x_4 x_5 + 1*x_4 x_6 + -5*x_4 x_7 + -4*x_5 + -5*x_5 x_6 + 3*x_5 x_7 + 4*x_6 + -1*x_6 x_7 + 4*x_7,"['quadratic_knapsack', 'flow', 'quadratic_knapsack']",18,10,1,2,False,False,28,11,16,"{'Hadamard': 10, 'RY': 1, 'CRY': 4, 'CNOT': 10, 'SWAP': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1}",{},4576,1968,2608,"{'CNOT': 2608, 'RZ': 1945, 'RY': 10, 'RX': 13}",{},18,10,10,10,0,{'Hadamard': 10},1998,1998,2618,"{'CNOT': 2618, 'RZ': 1980, 'RX': 18}"
39,"['2*x_1*x_1 + 4*x_1*x_4 + 5*x_1*x_3 + 1*x_1*x_0 + 4*x_1*x_2 + 2*x_4*x_4 + 4*x_4*x_3 + 4*x_4*x_0 + 1*x_4*x_2 + 2*x_3*x_3 + 3*x_3*x_0 + 3*x_3*x_2 + 3*x_0*x_0 + 2*x_0*x_2 + 1*x_2*x_2 <= 19', 'x_3 + x_2 == 2']",quadratic_knapsack+cardinality,5,2, 2*x_0 + -1*x_0 x_2 + -4*x_0 x_3 + 1*x_0 x_4 + -5*x_1 + -2*x_1 x_2 + -1*x_1 x_3 + 1*x_1 x_4 + 3*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -5*x_3 x_4 + 3*x_4,"['quadratic_knapsack', 'cardinality']",10,5,1,1,False,False,7,7,0,"{'Hadamard': 5, 'X': 2}",{},3107,1305,1802,"{'CNOT': 1802, 'RZ': 1293, 'RY': 4, 'RX': 8}",{},10,5,5,5,0,{'Hadamard': 5},1310,1310,1800,"{'CNOT': 1800, 'RZ': 1300, 'RX': 10}"
40,"['10*x_1 + 8*x_2 + 2*x_0 + 1*x_3 + 4*x_4 <= 10', 'x_4 + x_3 == 1']",knapsack+assignment,5,2, -3*x_0 + 1*x_0 x_1 + 2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + 3*x_1 + 3*x_1 x_2 + 2*x_1 x_3 + 1*x_1 x_4 + -2*x_2 + -1*x_2 x_3 + -1*x_2 x_4 + 2*x_3 + -3*x_3 x_4 + -2*x_4,"['knapsack', 'assignment']",9,4,1,1,False,False,7,5,2,"{'Hadamard': 4, 'X': 1, 'CNOT': 1, 'CRY': 1}",{},247,151,96,"{'CNOT': 96, 'RZ': 140, 'RY': 4, 'RX': 7}",{},9,4,4,4,0,{'Hadamard': 4},156,156,94,"{'CNOT': 94, 'RZ': 147, 'RX': 9}"
41,"['9*x_0 + 2*x_5 + 1*x_2 + 9*x_6 + 6*x_4 <= 13', 'x_6 + x_5 + x_1 == 0']",cardinality+knapsack,7,2, -5*x_0 + 1*x_0 x_1 + 4*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_6 + -3*x_1 + -4*x_1 x_2 + -2*x_1 x_3 + 3*x_1 x_4 + 4*x_1 x_5 + 4*x_1 x_6 + 1*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -3*x_2 x_5 + 3*x_2 x_6 + -3*x_3 + 1*x_3 x_4 + -5*x_3 x_6 + -4*x_4 + 1*x_4 x_5 + -3*x_4 x_6 + 3*x_5 + -1*x_5 x_6 + 1*x_6,"['cardinality', 'knapsack']",11,4,1,1,False,False,4,4,0,{'Hadamard': 4},{},281,165,116,"{'CNOT': 116, 'RZ': 151, 'RY': 6, 'RX': 8}",{},11,4,4,4,0,{'Hadamard': 4},174,174,116,"{'CNOT': 116, 'RZ': 163, 'RX': 11}"
42,"['1*x_3*x_3 + 5*x_3*x_2 + 4*x_3*x_5 + 2*x_2*x_2 + 2*x_2*x_5 + 2*x_5*x_5 <= 8', '6*x_3 + 2*x_5 + 2*x_0 <= 3', '7*x_0 + 7*x_4 + 10*x_2 + 2*x_5 <= 10']",knapsack+knapsack+quadratic_knapsack,6,3, -5*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -5*x_0 x_3 + 1*x_0 x_4 + -5*x_0 x_5 + -1*x_1 + 2*x_1 x_2 + 1*x_1 x_3 + -4*x_1 x_4 + 2*x_1 x_5 + 3*x_2 + -4*x_2 x_4 + 2*x_2 x_5 + 3*x_3 + 2*x_3 x_4 + -1*x_3 x_5 + 4*x_4 + 2*x_5,"['knapsack', 'knapsack', 'quadratic_knapsack']",12,6,1,2,True,True,6,6,0,{'Hadamard': 6},{},608,316,292,"{'CNOT': 292, 'RZ': 304, 'RX': 12}",{},16,10,10,10,0,{'Hadamard': 10},420,420,348,"{'CNOT': 348, 'RZ': 404, 'RX': 16}"
43,"['4*x_2 + 6*x_1 + 1*x_0 + 1*x_4 <= 6', '5*x_3*x_3 + 3*x_3*x_4 + 5*x_3*x_2 + 4*x_4*x_4 + 5*x_4*x_2 + 3*x_2*x_2 <= 14', 'x_4 + x_5 + x_3 + x_1 == 1']",cardinality+quadratic_knapsack+knapsack,6,3, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack', 'knapsack']",13,7,1,2,False,False,14,8,6,"{'Hadamard': 7, 'X': 1, 'CNOT': 3, 'CRY': 3}",{},680,358,322,"{'CNOT': 322, 'RZ': 341, 'RY': 8, 'RX': 9}",{},13,7,7,7,0,{'Hadamard': 7},380,380,326,"{'CNOT': 326, 'RZ': 367, 'RX': 13}"
44,"['3*x_3 + 8*x_2 + 3*x_1 <= 5', '4*x_4*x_4 + 5*x_4*x_3 + 2*x_4*x_2 + 5*x_4*x_0 + 4*x_3*x_3 + 3*x_3*x_2 + 5*x_3*x_0 + 3*x_2*x_2 + 2*x_2*x_0 + 3*x_0*x_0 <= 22']",quadratic_knapsack+knapsack,6,2, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,"['quadratic_knapsack', 'knapsack']",9,3,1,1,True,True,3,3,0,{'Hadamard': 3},{},141,85,56,"{'CNOT': 56, 'RZ': 76, 'RX': 9}",{},14,8,8,8,0,{'Hadamard': 8},719,719,818,"{'CNOT': 818, 'RZ': 705, 'RX': 14}"
