task_id,constraints_hash,constraint_type,n_x,n_c,qubo_string,families,n_qubits_pc,n_slack_pc,n_struct_pc,n_pen_pc,has_vcg_pc,vcg_missing_pc,sp_total_pc,sp_1q_pc,sp_2q_pc,sp_gates_pc,vcg_sp_gates_pc,layer_total_pc,layer_1q_pc,layer_2q_pc,layer_gates_pc,vcg_layer_gates_pc,n_qubits_p,n_slack_p,sp_total_p,sp_1q_p,sp_2q_p,sp_gates_p,layer_total_p,layer_1q_p,layer_2q_p,layer_gates_p
127,"['2*x_5 + 5*x_6 + 2*x_7 <= 5', 'x_0 + x_1 + x_2 + x_3 + x_4 >= 1']",cardinality+knapsack,8,2, 3*x_0 + -3*x_0 x_1 + 1*x_0 x_2 + 4*x_0 x_3 + 4*x_0 x_4 + 4*x_0 x_5 + -5*x_0 x_6 + -1*x_0 x_7 + -2*x_1 + -2*x_1 x_2 + 3*x_1 x_3 + -3*x_1 x_4 + -5*x_1 x_5 + -1*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 1*x_2 x_4 + -4*x_2 x_5 + -5*x_2 x_6 + 1*x_2 x_7 + 2*x_3 + 3*x_3 x_4 + 2*x_3 x_5 + -4*x_3 x_6 + -3*x_3 x_7 + -4*x_4 + -2*x_4 x_5 + -2*x_4 x_6 + -4*x_4 x_7 + -1*x_5 + 1*x_5 x_6 + -5*x_6 + -5*x_6 x_7 + 3*x_7,"['cardinality', 'knapsack']",8,0,2,0,True,True,63,33,30,"{'Hadamard': 3, 'CNOT': 30, 'RZ': 21, 'RX': 9}","{'Hadamard': 3, 'CNOT': 30, 'RZ': 21, 'RX': 9}",220,108,112,"{'CNOT': 112, 'RZ': 76, 'RX': 26, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 60, 'RZ': 42, 'RX': 18}",14,6,6,6,0,{'Hadamard': 6},205,205,138,"{'CNOT': 138, 'RZ': 191, 'RX': 14}"
128,"['5*x_0*x_0 + 2*x_0*x_1 + 2*x_0*x_2 + 3*x_0*x_3 + 1*x_0*x_4 + 1*x_1*x_1 + 4*x_1*x_2 + 4*x_1*x_3 + 3*x_1*x_4 + 1*x_2*x_2 + 3*x_2*x_3 + 1*x_2*x_4 + 5*x_3*x_3 + 1*x_3*x_4 + 5*x_4*x_4 <= 23', '7*x_5 + 10*x_6 + 9*x_7 <= 8']",quadratic_knapsack+knapsack,8,2, 1*x_0 + -3*x_0 x_1 + -5*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + -4*x_0 x_5 + -5*x_0 x_6 + -2*x_0 x_7 + -2*x_1 + 2*x_1 x_4 + 4*x_1 x_5 + -2*x_1 x_6 + -4*x_1 x_7 + -1*x_2 + -5*x_2 x_4 + 4*x_2 x_5 + 2*x_2 x_6 + 2*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + 2*x_3 x_5 + 1*x_3 x_6 + -3*x_3 x_7 + -2*x_4 + -1*x_4 x_5 + 1*x_4 x_6 + 4*x_4 x_7 + 3*x_5 + -2*x_5 x_6 + -2*x_5 x_7 + -5*x_6 + 1*x_6 x_7 + -3*x_7,"['quadratic_knapsack', 'knapsack']",8,0,2,0,True,False,43,10,28,"{'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 20, 'CC_RY': 5, 'CSWAP': 0, 'Hadamard': 3, 'RZ': 3, 'RX': 3}","{'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 20, 'CC_RY': 5, 'CSWAP': 0, 'Hadamard': 3, 'RZ': 3, 'RX': 3}",177,61,106,"{'CNOT': 90, 'RZ': 39, 'RX': 14, 'RY': 2, 'CRY': 12, 'SWAP': 4, 'CC_RY': 10, 'CSWAP': 0, 'Hadamard': 6}","{'RY': 2, 'CRY': 12, 'SWAP': 4, 'CNOT': 40, 'CC_RY': 10, 'CSWAP': 0, 'Hadamard': 6, 'RZ': 6, 'RX': 6}",17,9,9,9,0,{'Hadamard': 9},1407,1407,1872,"{'CNOT': 1872, 'RZ': 1390, 'RX': 17}"
129,"['4*x_0*x_0 + 4*x_0*x_1 + 2*x_0*x_2 + 5*x_1*x_1 + 1*x_1*x_2 + 2*x_2*x_2 <= 9', 'x_3 + x_4 + x_5 + x_6 + x_7 <= 5']",quadratic_knapsack+cardinality,8,2, 4*x_0 + 1*x_0 x_1 + -3*x_0 x_2 + -4*x_0 x_3 + -5*x_0 x_4 + -2*x_0 x_5 + -1*x_0 x_6 + 2*x_0 x_7 + -4*x_1 + 1*x_1 x_2 + 3*x_1 x_3 + 3*x_1 x_4 + -1*x_1 x_5 + -1*x_1 x_6 + -1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + -3*x_2 x_4 + 4*x_2 x_5 + -2*x_2 x_6 + -3*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + -5*x_3 x_5 + -1*x_3 x_6 + -2*x_3 x_7 + -1*x_4 + -2*x_4 x_5 + 1*x_4 x_6 + -5*x_4 x_7 + -4*x_5 + -5*x_5 x_6 + 3*x_5 x_7 + 4*x_6 + -1*x_6 x_7 + 4*x_7,"['quadratic_knapsack', 'cardinality']",8,0,2,0,True,False,56,16,34,"{'RY': 1, 'CRY': 8, 'SWAP': 2, 'CNOT': 24, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 6, 'Hadamard': 3, 'RZ': 6, 'RX': 6}","{'Hadamard': 3, 'CNOT': 4, 'RZ': 6, 'RX': 6}",222,82,125,"{'CNOT': 104, 'RZ': 48, 'RY': 2, 'CRY': 16, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 12, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1, 'RX': 15, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 8, 'RZ': 12, 'RX': 12}",15,7,7,7,0,{'Hadamard': 7},396,396,358,"{'CNOT': 358, 'RZ': 381, 'RX': 15}"
130,"['2*x_5*x_5 + 5*x_5*x_6 + 2*x_5*x_7 + 2*x_6*x_6 + 1*x_6*x_7 + 1*x_7*x_7 <= 7', 'x_0 + x_1 + x_2 == 3', 'x_3*x_4 == 0']",cardinality+independent_set+quadratic_knapsack,8,3, 3*x_0 + -3*x_0 x_1 + 1*x_0 x_2 + 4*x_0 x_3 + 4*x_0 x_4 + 4*x_0 x_5 + -5*x_0 x_6 + -1*x_0 x_7 + -2*x_1 + -2*x_1 x_2 + 3*x_1 x_3 + -3*x_1 x_4 + -5*x_1 x_5 + -1*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 1*x_2 x_4 + -4*x_2 x_5 + -5*x_2 x_6 + 1*x_2 x_7 + 2*x_3 + 3*x_3 x_4 + 2*x_3 x_5 + -4*x_3 x_6 + -3*x_3 x_7 + -4*x_4 + -2*x_4 x_5 + -2*x_4 x_6 + -4*x_4 x_7 + -1*x_5 + 1*x_5 x_6 + -5*x_6 + -5*x_6 x_7 + 3*x_7,"['cardinality', 'independent_set', 'quadratic_knapsack']",8,0,3,0,True,False,59,43,16,"{'X': 3, 'CNOT': 14, 'CRY': 1, 'SWAP': 1, 'RY': 1, 'Hadamard': 3, 'RZ': 18, 'RX': 18}","{'Hadamard': 3, 'CNOT': 12, 'RZ': 18, 'RX': 18}",219,128,91,"{'CNOT': 86, 'RZ': 70, 'RY': 8, 'CRY': 2, 'SWAP': 2, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 39, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 24, 'RZ': 36, 'RX': 36}",11,3,3,3,0,{'Hadamard': 3},267,267,264,"{'CNOT': 264, 'RZ': 256, 'RX': 11}"
131,"['x_0 + x_1 == 1', 'x_2 + x_3 + x_4 <= 2']",assignment+cardinality,5,2, 3*x_0 + 1*x_0 x_2 + 3*x_0 x_4 + -5*x_1 + -3*x_1 x_2 + 3*x_2 + 3*x_2 x_3 + -5*x_2 x_4 + -4*x_3 + 2*x_3 x_4 + -3*x_4,"['assignment', 'cardinality']",5,0,2,0,False,False,15,2,12,"{'X': 1, 'CNOT': 7, 'CRY': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'SWAP': 1, 'RY': 1}",{},64,24,37,"{'CNOT': 28, 'RZ': 11, 'RY': 6, 'CRY': 6, 'SWAP': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1}",{},7,2,2,2,0,{'Hadamard': 2},65,65,34,"{'CNOT': 34, 'RZ': 58, 'RX': 7}"
132,"['1*x_0*x_0 + 5*x_0*x_1 + 4*x_0*x_2 + 2*x_1*x_1 + 2*x_1*x_2 + 2*x_2*x_2 <= 8', 'x_3 + x_4 + x_5 + x_6 <= 1']",quadratic_knapsack+cardinality,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,"['quadratic_knapsack', 'cardinality']",7,0,2,0,True,False,24,2,21,"{'RY': 2, 'CRY': 6, 'SWAP': 3, 'CNOT': 12, 'CC_RY': 1, 'CSWAP': 0}","{'RY': 1, 'CRY': 3, 'SWAP': 1, 'CNOT': 6, 'CC_RY': 1, 'CSWAP': 0}",130,43,83,"{'CNOT': 64, 'RZ': 27, 'RY': 4, 'CRY': 12, 'SWAP': 6, 'X': 8, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'RX': 3, 'CC_RY': 2, 'CSWAP': 0}","{'RY': 2, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 2, 'CSWAP': 0}",12,5,5,5,0,{'Hadamard': 5},324,324,306,"{'CNOT': 306, 'RZ': 312, 'RX': 12}"
133,"['5*x_2*x_2 + 1*x_2*x_3 + 3*x_2*x_4 + 1*x_2*x_5 + 4*x_3*x_3 + 1*x_3*x_4 + 5*x_3*x_5 + 4*x_4*x_4 + 2*x_4*x_5 + 3*x_5*x_5 <= 19', 'x_0 + x_1 >= 0']",cardinality+quadratic_knapsack,6,2, -4*x_0 + 2*x_0 x_1 + -4*x_0 x_2 + 1*x_0 x_3 + -4*x_0 x_4 + 1*x_1 + 4*x_1 x_2 + -3*x_1 x_3 + -1*x_1 x_5 + 2*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + 3*x_3 + 4*x_3 x_4 + -4*x_3 x_5 + -1*x_4 + 3*x_4 x_5 + -1*x_5,"['cardinality', 'quadratic_knapsack']",6,0,2,0,True,True,23,1,19,"{'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 3, 'CSWAP': 0}","{'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 3, 'CSWAP': 0}",93,25,62,"{'CNOT': 48, 'RZ': 17, 'RX': 6, 'RY': 2, 'CRY': 10, 'SWAP': 4, 'CC_RY': 6, 'CSWAP': 0}","{'RY': 2, 'CRY': 10, 'SWAP': 4, 'CNOT': 24, 'CC_RY': 6, 'CSWAP': 0}",13,7,7,7,0,{'Hadamard': 7},681,681,798,"{'CNOT': 798, 'RZ': 668, 'RX': 13}"
134,"['5*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 1*x_3*x_6 + 4*x_4*x_4 + 1*x_4*x_5 + 5*x_4*x_6 + 4*x_5*x_5 + 2*x_5*x_6 + 3*x_6*x_6 <= 19', 'x_0 + x_1 + x_2 <= 3']",cardinality+quadratic_knapsack,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,"['cardinality', 'quadratic_knapsack']",7,0,2,0,True,False,36,2,30,"{'RY': 2, 'CRY': 9, 'SWAP': 3, 'CNOT': 18, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'CC_RY': 3, 'CSWAP': 0}","{'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 3, 'CSWAP': 0}",152,42,101,"{'CNOT': 76, 'RZ': 27, 'RY': 4, 'CRY': 18, 'SWAP': 6, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 4, 'CC_RY': 6, 'CSWAP': 0}","{'RY': 2, 'CRY': 10, 'SWAP': 4, 'CNOT': 24, 'CC_RY': 6, 'CSWAP': 0}",14,7,7,7,0,{'Hadamard': 7},710,710,822,"{'CNOT': 822, 'RZ': 696, 'RX': 14}"
135,"['5*x_2*x_2 + 2*x_2*x_3 + 2*x_2*x_4 + 3*x_2*x_5 + 1*x_2*x_6 + 1*x_3*x_3 + 4*x_3*x_4 + 4*x_3*x_5 + 3*x_3*x_6 + 1*x_4*x_4 + 3*x_4*x_5 + 1*x_4*x_6 + 5*x_5*x_5 + 1*x_5*x_6 + 5*x_6*x_6 <= 23', 'x_0 + x_1 >= 2']",cardinality+quadratic_knapsack,7,2, 3*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -5*x_0 x_3 + -5*x_0 x_4 + -4*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -4*x_1 x_4 + 1*x_1 x_6 + 3*x_2 + 3*x_2 x_3 + 1*x_2 x_4 + -1*x_2 x_5 + -4*x_3 + 2*x_3 x_4 + 1*x_3 x_5 + -5*x_3 x_6 + -5*x_4 + -3*x_4 x_5 + 4*x_4 x_6 + -4*x_5 + -3*x_5 x_6 + 4*x_6,"['cardinality', 'quadratic_knapsack']",7,0,2,0,True,False,34,3,26,"{'X': 2, 'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 18, 'CC_RY': 5, 'CSWAP': 0}","{'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 18, 'CC_RY': 5, 'CSWAP': 0}",127,31,86,"{'CNOT': 70, 'RZ': 24, 'RX': 5, 'RY': 2, 'CRY': 12, 'SWAP': 4, 'CC_RY': 10, 'CSWAP': 0}","{'RY': 2, 'CRY': 12, 'SWAP': 4, 'CNOT': 36, 'CC_RY': 10, 'CSWAP': 0}",12,5,5,5,0,{'Hadamard': 5},1323,1323,1816,"{'CNOT': 1816, 'RZ': 1311, 'RX': 12}"
136,"['5*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 4*x_1*x_1 + 1*x_1*x_2 + 5*x_1*x_3 + 4*x_2*x_2 + 2*x_2*x_3 + 3*x_3*x_3 <= 19', 'x_4 - x_5 - x_6 == 0']",quadratic_knapsack+flow,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,"['quadratic_knapsack', 'flow']",7,0,2,0,True,False,29,2,24,"{'RY': 2, 'CRY': 6, 'CNOT': 15, 'SWAP': 3, 'CC_RY': 3, 'CSWAP': 0}","{'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 3, 'CSWAP': 0}",129,39,84,"{'CNOT': 70, 'RZ': 27, 'RY': 8, 'RX': 4, 'CRY': 10, 'SWAP': 4, 'CC_RY': 6, 'CSWAP': 0}","{'RY': 2, 'CRY': 10, 'SWAP': 4, 'CNOT': 24, 'CC_RY': 6, 'CSWAP': 0}",12,5,5,5,0,{'Hadamard': 5},680,680,808,"{'CNOT': 808, 'RZ': 668, 'RX': 12}"
137,"['1*x_3 + 3*x_4 + 9*x_5 + 8*x_6 <= 10', 'x_0 + x_1 + x_2 <= 3']",cardinality+knapsack,7,2, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,"['cardinality', 'knapsack']",7,0,2,0,True,False,113,69,43,"{'RY': 1, 'CRY': 4, 'SWAP': 1, 'CNOT': 38, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'Hadamard': 4, 'RZ': 32, 'RX': 32}","{'Hadamard': 4, 'CNOT': 32, 'RZ': 32, 'RX': 32}",300,174,123,"{'CNOT': 112, 'RZ': 89, 'RY': 2, 'CRY': 8, 'SWAP': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 68, 'Hadamard': 8}","{'Hadamard': 8, 'CNOT': 64, 'RZ': 64, 'RX': 64}",13,6,6,6,0,{'Hadamard': 6},178,178,112,"{'CNOT': 112, 'RZ': 165, 'RX': 13}"
138,"['1*x_3*x_3 + 5*x_3*x_4 + 4*x_3*x_5 + 2*x_4*x_4 + 2*x_4*x_5 + 2*x_5*x_5 <= 8', 'x_0 + x_1 + x_2 <= 1']",cardinality+quadratic_knapsack,6,2, -2*x_0 x_1 + -2*x_0 x_2 + -4*x_0 x_3 + 2*x_0 x_4 + -4*x_0 x_5 + 1*x_1 + 3*x_1 x_2 + 1*x_1 x_3 + -1*x_1 x_4 + 3*x_1 x_5 + -4*x_2 + -1*x_2 x_3 + -3*x_2 x_5 + -4*x_3 + 4*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + 2*x_4 x_5 + -2*x_5,"['cardinality', 'quadratic_knapsack']",6,0,2,0,True,False,20,2,17,"{'RY': 2, 'CRY': 5, 'SWAP': 2, 'CNOT': 10, 'CC_RY': 1, 'CSWAP': 0}","{'RY': 1, 'CRY': 3, 'SWAP': 1, 'CNOT': 6, 'CC_RY': 1, 'CSWAP': 0}",100,34,63,"{'CNOT': 48, 'RZ': 20, 'RY': 4, 'CRY': 10, 'SWAP': 4, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 3, 'CC_RY': 2, 'CSWAP': 0}","{'RY': 2, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 2, 'CSWAP': 0}",11,5,5,5,0,{'Hadamard': 5},302,302,286,"{'CNOT': 286, 'RZ': 291, 'RX': 11}"
139,"['x_0 + x_1 == 1', 'x_2 + x_3 + x_4 + x_5 + x_6 <= 3']",cardinality+cardinality,7,2, -3*x_0 + -4*x_0 x_1 + -4*x_0 x_2 + -1*x_0 x_4 + 4*x_0 x_5 + 2*x_0 x_6 + 4*x_1 + 4*x_1 x_2 + -1*x_1 x_3 + -1*x_1 x_4 + 1*x_1 x_5 + -1*x_1 x_6 + -3*x_2 + -4*x_2 x_3 + -2*x_2 x_4 + 1*x_2 x_6 + -1*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_3 x_6 + -1*x_4 + -3*x_4 x_5 + 2*x_5 + 3*x_5 x_6 + -1*x_6,"['cardinality', 'cardinality']",7,0,2,0,False,False,35,2,28,"{'X': 1, 'CNOT': 19, 'CRY': 7, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 5, 'SWAP': 2, 'RY': 1}",{},147,41,93,"{'CNOT': 76, 'RZ': 24, 'RY': 6, 'CRY': 12, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 10, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1}",{},9,2,2,2,0,{'Hadamard': 2},117,117,80,"{'CNOT': 80, 'RZ': 108, 'RX': 9}"
140,"['3*x_3*x_3 + 1*x_3*x_4 + 3*x_3*x_5 + 4*x_3*x_6 + 5*x_4*x_4 + 4*x_4*x_5 + 2*x_4*x_6 + 2*x_5*x_5 + 4*x_5*x_6 + 4*x_6*x_6 <= 17', 'x_0 + x_1 + x_2 <= 3']",cardinality+quadratic_knapsack,7,2, -4*x_0 + 4*x_0 x_1 + -2*x_0 x_2 + -2*x_0 x_3 + 4*x_0 x_4 + -5*x_0 x_5 + -1*x_0 x_6 + -3*x_1 x_2 + 4*x_1 x_3 + 2*x_1 x_4 + 1*x_1 x_5 + -5*x_1 x_6 + -5*x_2 + -4*x_2 x_3 + 1*x_2 x_4 + -3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 + 3*x_3 x_4 + 4*x_4 + -2*x_4 x_5 + 1*x_4 x_6 + -4*x_5 + -4*x_5 x_6 + -5*x_6,"['cardinality', 'quadratic_knapsack']",7,0,2,0,True,False,32,2,27,"{'RY': 2, 'CRY': 8, 'SWAP': 3, 'CNOT': 16, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'CC_RY': 2, 'CSWAP': 0}","{'RY': 1, 'CRY': 4, 'SWAP': 2, 'CNOT': 10, 'CC_RY': 2, 'CSWAP': 0}",141,41,93,"{'CNOT': 70, 'RZ': 26, 'RY': 4, 'CRY': 16, 'SWAP': 6, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'RX': 4, 'CC_RY': 4, 'CSWAP': 0}","{'RY': 2, 'CRY': 8, 'SWAP': 4, 'CNOT': 20, 'CC_RY': 4, 'CSWAP': 0}",14,7,7,7,0,{'Hadamard': 7},709,709,820,"{'CNOT': 820, 'RZ': 695, 'RX': 14}"
141,"['1*x_0*x_0 + 4*x_0*x_1 + 1*x_0*x_2 + 5*x_0*x_3 + 2*x_1*x_1 + 3*x_1*x_2 + 3*x_1*x_3 + 5*x_2*x_2 + 4*x_2*x_3 + 5*x_3*x_3 <= 22', 'x_4 + x_5 >= 2']",quadratic_knapsack+cardinality,6,2, 4*x_0 + -1*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -4*x_0 x_4 + 1*x_0 x_5 + 3*x_1 + 1*x_1 x_2 + -3*x_1 x_3 + -5*x_1 x_4 + -2*x_1 x_5 + -2*x_2 + -4*x_2 x_3 + -3*x_2 x_4 + 2*x_2 x_5 + -5*x_3 + -2*x_3 x_4 + 4*x_4 + -5*x_5,"['quadratic_knapsack', 'cardinality']",6,0,2,0,True,False,25,3,19,"{'X': 2, 'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 3, 'CSWAP': 0}","{'RY': 1, 'CRY': 5, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 3, 'CSWAP': 0}",95,25,64,"{'CNOT': 50, 'RZ': 19, 'RX': 4, 'RY': 2, 'CRY': 10, 'SWAP': 4, 'CC_RY': 6, 'CSWAP': 0}","{'RY': 2, 'CRY': 10, 'SWAP': 4, 'CNOT': 24, 'CC_RY': 6, 'CSWAP': 0}",11,5,5,5,0,{'Hadamard': 5},666,666,790,"{'CNOT': 790, 'RZ': 655, 'RX': 11}"
142,"['2*x_0 + 10*x_1 + 4*x_2 <= 6', '9*x_3 + 9*x_4 + 4*x_5 + 1*x_6 <= 9']",knapsack+knapsack,7,2, -3*x_0 + -4*x_0 x_1 + -4*x_0 x_2 + -1*x_0 x_4 + 4*x_0 x_5 + 2*x_0 x_6 + 4*x_1 + 4*x_1 x_2 + -1*x_1 x_3 + -1*x_1 x_4 + 1*x_1 x_5 + -1*x_1 x_6 + -3*x_2 + -4*x_2 x_3 + -2*x_2 x_4 + 1*x_2 x_6 + -1*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_3 x_6 + -1*x_4 + -3*x_4 x_5 + 2*x_5 + 3*x_5 x_6 + -1*x_6,"['knapsack', 'knapsack']",7,0,2,0,True,False,73,37,36,"{'Hadamard': 7, 'RZ': 19, 'RX': 11, 'CNOT': 36}","{'Hadamard': 7, 'RZ': 19, 'RX': 11, 'CNOT': 36}",213,105,108,"{'CNOT': 108, 'RZ': 62, 'RX': 29, 'Hadamard': 14}","{'Hadamard': 14, 'RZ': 38, 'RX': 22, 'CNOT': 72}",14,7,7,7,0,{'Hadamard': 7},195,195,122,"{'CNOT': 122, 'RZ': 181, 'RX': 14}"
